総合工学基礎
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,80,0,20,0,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,80,0,20,0,0,100,,
,,,,,,,,,,

工学基礎実験Ⅰ
,,発表,相互評価,態度,合計
,総合評価割合,40,40,20,100,,
,レポート作成能力,40,0,0,40,,
,発表能力,０,40,0,40,,
,態度,0,0,20,20,,
,,,,,,,

